Brand,Model,Engine Capacity,Price,Kilometers,Location
Yamaha Cygnus Alpha,2015,113,23000,42000,"Kundrathur, Chennai"
Yamaha YZF R15,2018,149,70000,25800,"Choolai, Chennai"
Bajaj Discover,2007,124.52,NA,60000,"Villivakkam, Chennai"
Royal Enfield Thunderbird 350X,2019,346,170000,7300,"Anna Salai, Chennai"
Royal Enfield Thunderbird 500,2014,499,105000,24700,"Velachery, Chennai"
Honda Activa 4G,2016,109.2,18500,11809,"G K M Colony, Chennai"
Bajaj Chetak 2S,1999,145.45,70000,10000,"Perambur, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9685,"Mogappair, Chennai"
TVS Jupiter,2019,109,68000,1000,"Perungalathur, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"CIT Nagar, Chennai"
Honda Dio,2015,109,19000,14236,"Alwarpet, Chennai"
Piaggio Vespa,2017,125,65000,20000,"West Mambalam, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Gandhi Irwin Road, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9179,"Maraimalai Nagar, Chennai"
Honda Activa 4G,2019,109.2,22000,5879,"Iit Madras, Chennai"
Royal Enfield Bullet Classic,2018,346,40000,12500,"Valasaravakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15285,"Kundrathur, Chennai"
Honda Activa 4G,2019,109.2,20000,7866,"Anna Nagar East, Chennai"
KTM Duke 390,2018,373,55000,12055,"Gandhi Nagar, Chennai"
Royal Enfield Bullet Classic,2020,346,85000,1725,"Kodungaiy, Chennai"
Honda Activa 4G,2019,109.2,20000,6845,"Guindy, Chennai"
Honda Activa 4G,2017,109.2,18000,7120,"Ayanavaram, Chennai"
Hero Honda Karizma,2011,223,24000,39000,"Kondithope, Chennai"
Hero Splendor Plus 100,2003,97.2,25000,50000,"Royapuram, Chennai"
Honda Activa 4G,2019,109.2,35500,6454,"Perambakkam, Chennai"
Royal Enfield Bullet Classic,2018,346,140000,18000,"Thoraipakkam, Chennai"
Honda Activa i,2012,109.2,25000,19500,"Thiruninravur, Chennai"
Royal Enfield Bullet Electra,2014,346,90000,61000,"Chitlapakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,6534,"Guindy Industrial Estate, Chennai"
Suzuki Intruder 150,2017,154.9,85000,12400,"Kolathur, Chennai"
Honda Activa 4G,2018,109.2,52000,9700,"Kodungaiy, Chennai"
KTM RC 200,2017,199.5,60000,12285,"Kattankulathur, Chennai"
Bajaj Pulsar,2008,NA,15000,30000,"Chrompet, Chennai"
Bajaj Pulsar,2008,NA,15000,25000,"Chrompet, Chennai"
Bajaj Pulsar,2008,NA,15000,25000,"Chrompet, Chennai"
Yamaha YZF R15,2014,149,55000,25000,"Madhavaram, Chennai"
TVS XL 100,2013,99.7,11000,1000,"Avadi, Chennai"
Bajaj Pulsar 150,2013,150,27000,33500,"Manapakkam, Chennai"
Honda Activa 4G,2018,109.2,51500,11630,"Sowcarpet, Chennai"
Honda CB Unicorn,2009,149.1,18000,100000,"Pallikaranai, Chennai"
Yamaha RX100,NA,NA,95000,45000,"Chennai, Chennai"
TVS XL 100,2005,99.7,NA,13000,"Kodambakkam, Chennai"
Honda Activa,2011,109,20000,10000,"Adyar, Chennai"
Honda Dio,2015,109,20000,14253,"Ariyalur, Chennai"
KTM Duke 390,2018,373,55000,12055,"Besant Nagar, Chennai"
Honda Activa 4G,2017,109.2,18000,7120,"Anakaputhur, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Okkiyam Thuraipakkam, Chennai"
KTM Duke 200,2014,199.5,85000,35000,"Ambattur, Chennai"
Honda Activa 4G,2019,109.2,22000,5896,"Guduvanchery, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Agaram, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,15632,"Shenoy Nagar, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Mambalam, Chennai"
Royal Enfield Bullet Classic,2017,346,120000,16200,"Korattur, Chennai"
Honda Activa 4G,2019,109.2,20000,7866,"Chitlapakkam, Chennai"
Bajaj Platina 100 ES,2006,102,14000,37000,"Mogappair West, Chennai"
Bajaj Discover 100 M,2012,102,15500,48000,"Ayanavaram, Chennai"
Aprilia SR 150,2016,154.4,38000,15800,"Saidapet, Chennai"
TVS Scooty,2011,87.8,24000,3000,"Pallavaram, Chennai"
Yamaha FZ-1,2018,998,75000,23779,"Urapakkam, Chennai"
Royal Enfield Thunderbird 350,2015,346,NA,42600,"Ambattur, Chennai"
TVS Scooty,2009,87.8,22000,6450,"Ambattur, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,11425,"Agaram, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,7055,"Jawahar Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9182,"Kumaran Nagar, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Mogappair West, Chennai"
KTM Duke 200,2016,199.5,45000,35885,"Anna Road H.o, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9435,"Irungattukottai, Chennai"
Honda Activa 4G,2019,109.2,17000,7000,"D G Vaishnav College, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Jafferkhanpet, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Kazhipattur, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9189,"Kilkattalai, Chennai"
Yamaha SS125,2012,123,12000,300000,"Chengalpattu, Chennai"
Bajaj V15,2017,149.5,15000,16000,"Poonamallee, Chennai"
Royal Enfield Bullet,NA,346,NA,10000,"Thiruninravur, Chennai"
Royal Enfield Thunderbird 350,2015,346,95000,26000,"Loyola College, Chennai"
Bajaj Discover 100 M,2012,102,25000,30284,"Perambur, Chennai"
Bajaj Pulsar 150,2013,150,27000,33500,"Manapakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9655,"Sholingnallur, Chennai"
KTM Duke 200,2016,199.5,25000,15285,"Karappakam, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,7850,"Chintadripet, Chennai"
Royal Enfield Bullet Classic,2017,346,138000,2700,"Guindy, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Jafferkhanpet, Chennai"
Suzuki Intruder,2000,1783,10000,40000,"Chrompet, Chennai"
KTM RC 200,2018,199.5,45000,6589,"West Mambalam, Chennai"
Royal Enfield Bullet Electra,2009,346,100000,27600,"Alandur, Chennai"
Honda Activa,2012,109,23000,53222,"Kundrathur, Chennai"
Honda Activa 125cc,2013,124.9,25000,37500,"Ayanavaram, Chennai"
Bajaj Avenger 160,2019,160.4,85000,3500,"Madhanandapuram, Chennai"
Hero Splendor Pro 100,2009,97.2,NA,20000,"Kolathur, Chennai"
Yamaha SZ X,2011,153,29000,28000,"Pallikaranai, Chennai"
Honda CB Unicorn,2009,149.1,25000,80000,"Padi, Chennai"
Honda CB Unicorn,2009,149.1,25000,80000,"Padi, Chennai"
Mahindra Centuro,2013,106.7,30000,13000,"Pallavaram, Chennai"
KTM Duke 200,2016,199.5,25000,15385,"Kosappur, Chennai"
Honda CB Unicorn,2007,149.1,17000,87000,"Thiruvanmiyur, Chennai"
Royal Enfield Bullet Electra,2015,346,90000,30000,"Thousand Lights, Chennai"
Honda Activa 4G,2019,109.2,35500,6551,"Agaram, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,4818,"Ariyalur, Chennai"
TVS Jupiter,2016,109,36500,16660,"Sowcarpet, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Agaram, Chennai"
Royal Enfield Thunderbird 350,2017,346,98000,32000,"Redhills, Chennai"
KTM Duke 200,2015,199.5,90000,17000,"Pattabiram, Chennai"
KTM Duke 200,2016,199.5,25000,15000,"Anna Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,6588,"Chengalpattu - Thiruporur Road, Chennai"
Royal Enfield Bullet Classic,2020,346,85000,1755,"Mambalam, Chennai"
Honda Activa 4G,2019,109.2,35000,7580,"Kalaignar Karunanidhi Nagar, Chennai"
TVS Victor,2002,109.2,10999,48256,"Vandalur, Chennai"
Yamaha FZ S,2018,153,58500,30000,"Choolai, Chennai"
Royal Enfield Continental GT 650,2019,648,245000,5400,"Keelkattalai, Chennai"
TVS Apache RTR 160,2011,159.7,35000,38500,"Minjur, Chennai"
KTM Duke 200,2016,199.5,25000,15000,"Aranvoyal, Chennai"
Royal Enfield Bullet Classic,2018,346,40000,12500,"Kattankulathur, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,1768,"Balavinayagar Nagar, Chennai"
Hero Honda CBZ,2004,156.8,20000,50000,"Velachery, Chennai"
Royal Enfield Bullet Classic,2017,346,42000,22683,"Arumbakkam, Chennai"
Royal Enfield Bullet Classic,2016,346,25000,15580,"Ariyalur, Chennai"
Yamaha SZ X,2011,153,29000,28000,"Pallikaranai, Chennai"
Honda Activa 4G,2019,109.2,19000,7235,"Camp Road, Chennai"
Yamaha YZF R15,2012,149,65000,23000,"World University Centre, Chennai"
Bajaj Pulsar 220F,2018,220,85000,30000,"Kodungaiyur, Chennai"
KTM Duke 200,2016,199.5,25000,12565,"Besant Nagar, Chennai"
KTM RC 200,2015,199.5,32000,26000,"Besant Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9874,"Egattur, Chennai"
Royal Enfield Bullet Classic,2020,346,85000,1785,"Maduravoyal, Chennai"
KTM Duke 200,2016,199.5,25000,8520,"Avadi, Chennai"
Honda CB Trigger 150,2015,150,36000,47000,"Kodambakkam, Chennai"
Hero Honda CBZ Xtreme,2015,149.2,35000,36000,"Kovilambakkam, Chennai"
Mahindra Gusto,2016,109.6,32000,9000,"Korattur, Chennai"
Honda Activa 4G,2019,109.2,22000,4856,"Ayanambakkam, Chennai"
Bajaj Pulsar 160 NS,2018,160.3,75000,15000,"Villivakkam, Chennai"
Honda Activa 4G,2019,109.2,22000,4856,"East Coast Road, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Anna Nagar Western Extn., Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Mappedu, Chennai"
Royal Enfield Thunderbird 350,2017,346,110000,40000,"Perungalathur, Chennai"
Honda Shine SP,2015,124.73,35000,65000,"Ashok Nagar, Chennai"
Royal Enfield Bullet Classic,2016,346,45500,15672,"Agaram, Chennai"
TVS Wego,2011,NA,15500,41200,"Chennai G.p.o., Chennai"
Bajaj Discover,2013,124.52,18500,25368,"Villivakkam, Chennai"
Honda Dio,2020,109,65000,12190,"Ayanavaram, Chennai"
TVS Apache RTR 160,2019,159.7,32000,8541,"Chengalpattu - Thiruporur Road, Chennai"
Royal Enfield Thunderbird 350,2003,346,60000,26000,"Adambakkam, Chennai"
TVS Radeon,2020,109.7,NA,2000,"Palavakkam, Chennai"
TVS Apache RTR 160,2019,159.7,32000,8541,"Chengalpattu - Thiruporur Road, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Gandhi Irwin Road, Chennai"
TVS Apache RTR 160,2011,159.7,35000,38500,"Minjur, Chennai"
Yamaha FZ S,2017,153,60000,9000,"Sholinganallur, Chennai"
Royal Enfield Bullet Classic,2016,346,100000,35000,"Mandaveli, Chennai"
Mahindra Rodeo,2011,124.6,15000,18000,"Thiruvottiyur, Chennai"
Honda CB Twister,2010,109,20000,48000,"Tiruvottiyur, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Kalavakkam, Chennai"
KTM Duke 125,2020,124.7,140000,4000,"Madipakkam, Chennai"
Bajaj Pulsar,2010,134.66,20000,45000,"Poonamallee, Chennai"
Bajaj Discover 125cc,2006,124.6,25000,90000,"Mandaveli, Chennai"
Royal Enfield Bullet Electra Twinspark,2015,346,85000,37000,"Mogappair East, Chennai"
Yamaha Fascino,2018,113,46000,6500,"Mudichur, Chennai"
Hero Splendor Plus 100,2010,97.2,21000,52000,"Madhavaram, Chennai"
Honda Activa 4G,2019,109.2,25000,12380,"Anna Nagar, Chennai"
KTM RC 200,2018,199.5,45000,6750,"Egattur, Chennai"
Bajaj Discover 150,2012,144.8,11000,47000,"Tambaram West, Chennai"
Honda Activa 4G,2019,109.2,35500,6555,"Dr.Radhakrishnan Salai, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,15632,"Shenoy Nagar, Chennai"
KTM RC 200,2015,199.5,32000,26000,"Broadway, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Gandhi Irwin Road, Chennai"
KTM Duke 200,2016,199.5,25000,15385,"Mogappair, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,1825,"Avadi, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Nungambakkam High Road, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9871,"Chettipunyam, Chennai"
KTM Duke 200,2016,199.5,25000,12565,"Gerugambakkam, Chennai"
Royal Enfield Bullet Classic,2017,346,45000,22683,"Chembarambakkam, Chennai"
Honda Activa 4G,2019,109.2,25000,6580,"Broadway, Chennai"
Yamaha Ray Z,2014,113,25000,15000,"Padi, Chennai"
Yamaha RX100,1996,NA,80000,59000,"Pallavaram, Chennai"
Honda Activa 4G,2017,109.2,18000,7220,"Arambakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,4383,"CP Ramaswami Rd, Chennai"
KTM Duke 390,2018,373,55000,12055,"Besant Nagar, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Ottiyabakkam, Chennai"
Honda Activa 4G,2019,109.2,22000,2858,"Kazhipattur, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,7055,"Mambakkam, Chennai"
Royal Enfield Bullet Classic,2015,346,85000,1725,"Chengalpattu, Chennai"
Royal Enfield Bullet Classic,2020,346,40000,1759,"Chintadripet, Chennai"
Royal Enfield Thunderbird 350,2012,346,84000,25340,"Kelambakkam, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,12500,"Elavur, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Kuthambakkam, Chennai"
Honda Activa 125cc,2016,124.9,45000,28750,"Tambaram, Chennai"
Hero Splendor Plus 100,2004,97.2,NA,45000,"Ayanavaram, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,22000,"Abhiramapuram, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,14985,"Elavur, Chennai"
Honda VFR1200F,2009,1237,18000,27450,"Kandancavadi, Chennai"
Royal Enfield Bullet Classic,2018,346,40000,8120,"Madipakkam, Chennai"
Honda Activa 4G,2019,109.2,25000,12154,"Anna Nagar Western Extn., Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Gummidipundi, Chennai"
Honda Activa 4G,2019,109.2,25000,6580,"Broadway, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Kundrathur Road, Chennai"
Royal Enfield Bullet Classic,2019,346,150000,12340,"Aminjikarai, Chennai"
KTM Duke 200,2016,199.5,25000,12850,"Iyyappanthangal, Chennai"
Royal Enfield Bullet Classic,2020,346,100000,5898,"Valasaravakkam, Chennai"
Yamaha YZF R15,2011,149,60000,50000,"Mylapore, Chennai"
Hero Splendor NXG 100,2007,97.2,30000,35000,"Kalaignar Karunanidhi Nagar, Chennai"
Royal Enfield Thunderbird 350,2017,346,110000,40000,"Perungalathur, Chennai"
Yamaha FZ25,2020,249,118000,5800,"Anna Nagar Western Extn., Chennai"
Honda Shine SP,2012,124.73,25000,70000,"Kilpauk, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9874,"Poonamallee, Chennai"
Royal Enfield Bullet Classic,2020,346,75000,6580,"Chengalpattu, Chennai"
Honda Activa 4G,2019,109.2,22000,2760,"Chetpet, Chennai"
KTM RC 200,2015,199.5,32000,26000,"Besant Nagar, Chennai"
Royal Enfield Bullet Classic,2017,346,45000,22683,"Arumbakkam, Chennai"
Royal Enfield Bullet Classic,2016,346,120000,13500,"Camp Road, Chennai"
Hero Passion Pro 100,2019,97.2,45000,11425,"Washermanpet, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,9865,"Getnamalli, Chennai"
Hero Maestro,2020,109,45000,11425,"Katrambakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,1825,"Edapalayam, Chennai"
Honda Activa 4G,2019,109.2,25000,12300,"Guindy, Chennai"
Honda CBR250R,2011,249.6,65000,22000,"Mylapore, Chennai"
Royal Enfield Bullet Classic,2017,346,135000,35000,"Sithalapakkam, Chennai"
Harley Davidson Street 750,2016,749,400000,8800,"Velachery, Chennai"
Bajaj Dominar 400,2017,373.3,140000,2000,"Adambakkam, Chennai"
TVS Jupiter,2019,109,65000,6500,"Thirumazhisai, Chennai"
Bajaj Pulsar,2017,NA,89900,10000,"Padur, Chennai"
TVS Scooty,2009,87.8,21000,21942,"Madipakkam, Chennai"
Honda CB Unicorn,2015,149.1,34500,33000,"Perungudi, Chennai"
TVS Apache RR 310,2019,312.2,229999,5086,"Adambakkam, Chennai"
Bajaj Pulsar 180,2014,178.6,35000,29855,"Thiruverkadu, Chennai"
Royal Enfield Thunderbird 350,2003,346,60000,26000,"Nanganallur, Chennai"
Royal Enfield Thunderbird 350,2017,346,100000,35000,"Chrompet, Chennai"
Bajaj Avenger 220,2016,220,80000,20579,"Thiruvanmiyur, Chennai"
TVS Apache RTR 160 4V,2018,159.7,78000,36000,"Villivakkam, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Indira Nagar, Chennai"
Yamaha RX135,1997,132,87000,1500,"Porur, Chennai"
Honda CB Unicorn,2012,149.1,30000,70191,"Kilpauk, Chennai"
Bajaj Pulsar NS200,2013,199.5,45000,26000,"West Mambalam, Chennai"
Bajaj Pulsar 220F,2019,220,110000,6394,"Ponneri, Chennai"
KTM RC 200,2015,199.5,32000,26000,"Chengalpattu, Chennai"
Honda Activa 4G,2019,109.2,22500,9800,"Besant Nagar, Chennai"
KTM Duke 200,2016,199.5,25000,3258,"Alathur, Chennai"
Honda Activa 4G,2019,109.2,23000,5263,"Flower Bazaar, Chennai"
Honda Activa 4G,2019,109.2,22000,5246,"Cholavaram, Chennai"
Honda Activa 4G,2019,109.2,22000,4183,"Chitlapakkam, Chennai"
TVS Wego,2014,NA,30000,28830,"Semmencherry, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Kundrathur Road, Chennai"
Honda Activa,2015,109,46000,4000,"Neelankarai, Chennai"
KTM Duke 390,2018,373,45000,15885,"Attipatttu, Chennai"
Hero Maestro,2020,109,45000,11425,"Ottiyabakkam, Chennai"
KTM Duke 200,2016,199.5,30000,19868,"Anakaputhur, Chennai"
Hero Maestro,2020,109,45000,14258,"Moulivakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,1825,"Koovathur, Chennai"
Royal Enfield Bullet Electra,2016,346,90000,34000,"Choolaimedu, Chennai"
Aprilia Caponord 1200,2020,1197,NA,100,"Alandur, Chennai"
Bajaj Pulsar 150,2020,150,80000,8550,"Kolathur, Chennai"
Royal Enfield Bullet Electra,2016,346,90000,34000,"Choolaimedu, Chennai"
Yamaha YZF R15,2018,149,120000,15230,"Tambaram Sanatorium, Chennai"
Bajaj Platina,2018,124.6,42000,17000,"Poonamallee, Chennai"
TVS Apache RTR 200,2019,197.75,85000,13600,"Irungattukottai, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,12500,"Attipatttu, Chennai"
Royal Enfield Bullet Classic,2018,346,35000,8252,"Mugalivakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,40000,15385,"Madras Medical College, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,6580,"Camp Road, Chennai"
Honda Activa 4G,2019,109.2,25000,11112,"Getnamalli, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9850,"Chitlapakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15872,"Ekkatuthangal, Chennai"
Yamaha Fazer,2015,123.7,60000,29000,"Mogappair East, Chennai"
Hero Passion Pro 100,2014,97.2,30000,28693,"Padi, Chennai"
TVS Scooty,2007,87.8,14000,121618,"Pallikaranai, Chennai"
Yamaha YZF R15,2018,149,114999,15200,"Tambaram West, Chennai"
Honda Activa,2008,109,10000,30000,"Tiruvottiyur, Chennai"
Honda Dio,2019,109,54500,12000,"Sithalapakkam, Chennai"
Yamaha YZF R15,2018,149,95000,26000,"Arumbakkam, Chennai"
Royal Enfield Bullet,NA,346,90000,6000,"Ambattur, Chennai"
Royal Enfield Bullet Classic,2017,346,125000,23800,"Ponniammanmedu, Chennai"
Bajaj Dominar 400,2017,373.3,140000,6710,"Chrompet, Chennai"
Honda Activa 4G,2018,109.2,44000,21000,"Royapettah, Chennai"
Honda Activa,2015,109,40000,20000,"Pudupakkam, Chennai"
Yamaha YZF R15,2018,149,110000,15200,"Tambaram West, Chennai"
Royal Enfield Bullet Classic,2016,346,23000,14580,"Gandhi Irwin Road, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Erukkancheri, Chennai"
Honda Activa,2009,109,18000,40000,"Kattupakkam, Chennai"
Yamaha FZ S,2017,153,60000,19000,"Velachery, Chennai"
TVS XL 100,2010,99.7,11500,24450,"Guduvanchery, Chennai"
Suzuki Access 125,2018,124,65000,8800,"Gerugambakkam, Chennai"
TVS Victor,2017,109.2,30000,42900,"Thiruvottiyur, Chennai"
Royal Enfield Bullet Classic,2017,346,125000,23800,"Moolakadai, Chennai"
Royal Enfield Thunderbird 350,2016,346,99000,17400,"Mudichur, Chennai"
TVS Victor,2017,109.2,30000,42900,"Thiruvottiyur, Chennai"
Honda Activa,2015,109,30000,41000,"Nanganallur, Chennai"
TVS Heavy Duty Super XL,2012,69.9,12500,25000,"Guduvanchery, Chennai"
Royal Enfield Thunderbird 350,2005,346,40000,56000,"Manapakkam, Chennai"
Royal Enfield Bullet Classic,2017,346,125000,23800,"Ponniammanmedu, Chennai"
Royal Enfield Bullet Classic,2015,346,89000,27000,"Taramani, Chennai"
Yamaha Fascino,2019,113,55000,20961,"Navallur, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,1825,"Mambakkam, Chennai"
Bajaj Discover 100 M,2014,102,20000,80000,"Sholinganallur, Chennai"
Honda Dio,2019,109,62000,16000,"Kilpauk, Chennai"
Royal Enfield Bullet Classic,2019,346,55500,7868,"Kodungaiyur, Chennai"
Royal Enfield Bullet Classic,2018,346,40000,8120,"Kasturba Nagar, Chennai"
Honda Activa 4G,2017,109.2,18000,7120,"Arakkonam, Chennai"
KTM Duke 200,2016,199.5,25000,15385,"Mudichur, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Kandigai, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9767,"Flower Bazaar, Chennai"
KTM Duke 200,2016,199.5,30000,14533,"Karappakam, Chennai"
KTM Duke 200,2016,199.5,25000,12850,"Cholambedu, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,7055,"CIT Nagar, Chennai"
Honda Activa 4G,2019,109.2,20000,7866,"Ayanambakkam, Chennai"
KTM Duke 200,2016,199.5,25000,3258,"Ambattur, Chennai"
Honda Activa i,2019,109.2,25000,4253,"Valmiki Nagar, Chennai"
Royal Enfield Continental GT,2014,535,130000,20000,"Valasarawakkam, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,12500,"Besant Nagar, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,13610,"Indian Institute Of Technology, Chennai"
TVS Apache RTR 160 4V,2019,159.7,81000,7000,"Madipakkam, Chennai"
Honda Activa 4G,2019,109.2,23000,5263,"Jawahar Nagar, Chennai"
Honda Activa 4G,2018,109.2,20000,12340,"Cathedral Road, Chennai"
Honda Activa 4G,2019,109.2,25000,11112,"New Washermanpet, Chennai"
KTM Duke 390,2018,373,55000,12055,"Flower Bazaar, Chennai"
TVS Apache,2010,177.4,35000,52000,"Tambaram, Chennai"
Bajaj Avenger 220,2015,220,27000,44000,"Porur, Chennai"
Royal Enfield Bullet Classic,2017,346,125000,25500,"Anakaputhur, Chennai"
KTM Duke 200,2016,199.5,25000,15685,"Mannur, Chennai"
KTM Duke 200,2016,199.5,25000,12580,"Koyambedu, Chennai"
Suzuki Access 125,2011,124,26500,11225,"Maraimalai Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,12500,"Besant Nagar, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,4578,"2Nd Main Road, Chennai"
KTM Duke 390,2018,373,45000,15771,"Kattupakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,55000,12500,"Ayanavaram, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,11850,"Gopalapuram, Chennai"
Royal Enfield Bullet Classic,2020,346,65555,1800,"Avadi, Chennai"
Hero Splendor Plus 100,2009,97.2,19500,18000,"Guindy, Chennai"
Bajaj Pulsar 220F,2015,220,55000,53500,"Select Locality, Chennai"
TVS Apache RTR 160 4V,2018,159.7,85000,9900,"Madipakkam, Chennai"
TVS Scooty Pep,2005,74.6,NA,17539,"Maduravoyal, Chennai"
Royal Enfield Bullet Electra Twinspark,2016,346,90000,30000,"Iyyappanthangal, Chennai"
Yamaha YZF R15,2018,149,110000,14000,"Avadi, Chennai"
Hero Passion Pro 100,2009,97.2,18500,25038,"Perungudi, Chennai"
Bajaj Avenger 220,2017,220,85000,3950,"Tambaram West, Chennai"
Yamaha RX135,1997,132,51500,47000,"Neelankarai, Chennai"
Suzuki Gixxer SF,2016,155,53000,40000,"Vadapalani, Chennai"
Honda Activa,2015,109,28000,2000,"Adyar, Chennai"
Royal Enfield Bullet Classic,2018,346,50000,9596,"Pammal, Chennai"
Royal Enfield Bullet Classic,2018,346,45000,12580,"East Coast Road, Chennai"
Honda Activa 4G,2019,109.2,25000,4225,"Agaram, Chennai"
Yamaha Saluto,2015,125,45000,52000,"Kolathur, Chennai"
KTM Duke 390,2018,373,55000,12055,"G K M Colony, Chennai"
KTM Duke 200,2016,199.5,25000,12565,"Dr.Radhakrishnan Salai, Chennai"
